position,company,reviews,location,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork
"technical support specialist, biotech",histowiz,2.0,"brooklyn, ny",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"compliance officer - healthcare analytics, new ventures",mckinsey & company,385.0,"new york, ny 10022 ",different_field,False,True,False,False,False,False,False,True,True,False,True,False,False
field technician-environmental compliance,hdr,239.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
neuroscience research specialist,weill cornell medicine,456.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
data quality/cde analysis lead,rbc,2763.0,"jersey city, nj",different_field,False,True,False,False,False,True,False,False,True,True,True,False,False
equity research - reits analyst/associate,morgan stanley,2694.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
financial project analyst (real estate development and facilities),nyu langone health,705.0,"new york, ny 10016 ",different_field,False,True,False,True,False,False,False,False,True,False,True,False,False
"vp, business intelligence",r/ga,15.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,True,True,False,True,False
"associate director, data science (2018030)",annalect,7.0,"new york, ny",data_scientist,True,True,False,False,True,True,False,True,False,False,True,True,False
translational core administrator,albert einstein college of medicine,143.0,"bronx, ny",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
fgp senior billing rep (35),nyu langone health,705.0,"new york, ny 10016 ",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
equity manager research analyst,citi,14088.0,"new york, ny 10261 ",different_field,False,True,False,False,False,False,False,False,True,False,True,False,True
quantitative analyst,credit suisse,1189.0,"new york, ny 10022 ",different_field,True,True,False,False,False,False,False,True,True,False,False,False,False
"software engineer, machine learning",twitter,56.0,"new york, ny",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
"manager, data scientist (ml/nlp) -- financial services",kpmg,4491.0,"new york, ny 10154 ",data_scientist,False,True,False,False,False,False,True,True,True,False,False,True,False
"analytics expert - journey analytics, new ventures",mckinsey & company,385.0,"new york, ny 10022 ",different_field,False,True,True,False,False,True,False,True,False,True,True,False,False
cib data analytics – program execution associate,jp morgan chase,20319.0,"new york, ny 10179 ",data_analyst,False,True,False,False,False,False,False,False,False,False,True,True,False
senior manager data scientist,capital one,6318.0,"new york, ny 10261 ",data_scientist,True,True,False,False,False,True,True,False,False,False,False,True,True
"instagram - software engineer, machine learning",facebook,366.0,"new york, ny",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
decision scientist - associate - cib treasury services,jp morgan chase,20319.0,"new york, ny 10179 ",different_field,True,True,False,False,False,False,False,True,True,False,True,True,False
environmental scientist/geologist/engineer,gei consultants inc,16.0,"bloomfield, nj",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
deputy director for child welfare reporting,nyc administration for children's services,159.0,"manhattan, ny",different_field,False,True,False,True,False,True,True,False,False,False,True,False,False
"azure data scientist, manager",kpmg,4491.0,"new york, ny 10154 ",data_scientist,True,True,False,False,True,False,False,True,True,False,False,True,False
"lead data science instructor, principal data scientist",galvanize,10.0,"new york, ny 10013 ",data_scientist,True,True,False,False,False,True,True,True,False,False,True,True,False
quantitative analyst - equity derivatives,ubs,1574.0,"new york, ny",different_field,True,True,False,False,False,False,False,False,False,False,False,False,False
junior research and development analyst,construction realty services group,4.0,"lynbrook, ny",different_field,False,True,False,False,False,False,False,True,True,False,True,False,False
environmental scientist,nv5,7.0,"parsippany, nj",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
electron microscopy technician,weill cornell medicine,456.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
cyber analyst,uhy llp,25.0,"new york, ny 10036",different_field,True,True,True,False,True,True,False,True,False,False,True,True,False
"contract, accounts payable associate (new york)",buzzfeed,30.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,True,False,False,False,True
"data engineering manager, analytics (instagram)",facebook,366.0,"new york, ny",data_engineer,True,True,False,False,False,True,True,False,True,False,True,False,False
fixed income research analyst,intercontinental exchange,57.0,"new york, ny 10022 ",different_field,False,True,False,False,False,True,False,False,True,False,True,False,True
electroneurodiagnostic technologist ii-bv,nyu langone health,705.0,"new york, ny 10016 ",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
sr operations analyst,nyu langone health,705.0,"new york, ny 10016 ",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
facility budget research analyst,metropolitan transportation authority,752.0,"manhattan, ny",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
serve jersey city - community research analyst,americorps,1984.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
technical recruiter,square,52.0,"new york, ny 10018 ",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
data scientist,bonobos,15.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,True,False,False,True,True,False
"analyst, data analytics",slack,6.0,"new york, ny",data_analyst,True,True,False,False,False,True,False,False,False,False,False,False,False
"quantitative analyst, high frequency trading","two sigma investments, llc.",7.0,"new york, ny",different_field,True,True,False,False,True,False,False,True,False,False,False,False,False
principal researcher,blue apron,418.0,"new york, ny 10013 ",different_field,False,True,False,False,False,False,True,False,True,False,True,False,False
"analyst - healthcare analytics & delivery, mckinsey new ventures",mckinsey & company,385.0,"new york, ny 10022 ",different_field,False,True,False,False,False,True,False,True,False,False,False,False,False
regulatory/financial analyst (associate) - data & statistics - research and statistics group,federal reserve bank of new york,462.0,"new york, ny",different_field,False,True,False,False,False,False,False,True,True,False,False,False,False
python developer,nielsen,1918.0,"new york, ny 10003 ",different_field,True,True,False,False,False,True,False,True,False,False,False,False,False
"assistant director, admissions",weill cornell medicine,456.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
data science manager - life sciences industry,accenture,14198.0,"new york, ny 10011 ",data_scientist,True,True,True,False,False,False,False,True,True,False,True,False,False
"data scientist, engineering",google,2473.0,"new york, ny 10011 ",data_scientist,False,True,False,False,False,True,False,True,False,False,True,True,False
