,position,company,reviews,city,state,position_type,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork,1yr
2348,"associate principal scientist, informatics - chemical biology data",merck,2988.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,True,True,False,True,True,False,False
2349,senior applied scientist- alexa,amazon.com,25902.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,False,False,False,False,True,False,False
2350,"scientist, delivery sciences","moderna therapeutics, inc",12.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2351,process development scientist - pivotal drug product,amgen,999.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2352,senior scientist,agios pharmaceuticals,7.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2353,"associate scientist, immunotherapy research and discovery",bluebird bio,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2354,fullstack engineer,panjiva,2.0,cambridge,ma,engineer,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2355,"scientist i / ii, drug product delivery, antisense oligonucleotide (aso)",biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2356,research scientist ii - cellular pharmacology,broad institute,32.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2357,sr. associate scientist,celgene corporation,182.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2358,computational scientist,evelo biosciences,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2359,scientist - protein technologies group,amgen,999.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2360,"scientist i/ii, in vivo pharmacology",abbvie,596.0,cambridge,ma,data_scientist,different_field,False,True,True,False,False,False,False,False,True,False,True,False,False,False
2361,"scientist i, biochemistry and molecular pharmacology",celgene corporation,182.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2362,"scientist, cellular immunotherapy, car-t",bluebird bio,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2363,"principal scientist, biomedicine design",pfizer inc.,4214.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2364,"scientist, immunoassay development",bluebird bio,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2365,logistics technician,abcam,21.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2366,"senior associate scientist, cell and molecular biology",bluebird bio,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,True
2367,proteomics & protein mass spectrometry scientist,novartis,2650.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2368,cdx development scientist,"foundation medicine, inc.",11.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,True,False
2369,sr. associate scientist-neuroscience,alnylam,14.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2370,"upstream scientist ii/iii, manufacturing sciences - cambridge, ma",brammer bio,5.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2371,"senior pv scientist, drug safety",biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2372,"scientist, cambridge, ma",sanofi,2740.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2373,scientist - medicinal chemistry,amgen,999.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2374,senior data science engineer,cargurus,6.0,cambridge,ma,data_scientist,data_scientist,True,True,False,False,False,True,False,False,True,False,False,False,False,False
2375,statistician,mathematica policy research,68.0,cambridge,ma,other,different_field,True,True,True,False,False,False,False,True,True,False,False,False,False,False
2376,associate software engineer,broad institute,32.0,cambridge,ma,engineer,different_field,False,True,False,False,True,True,False,True,True,False,True,False,False,False
2377,"principal scientist, structure-based antibody modeling",pfizer inc.,4214.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2378,"research scientist, agelab",mit,262.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2379,"scientist ii qc microbiology, cambridge, ma",brammer bio,5.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2380,sr scientist - pre- pivotal drug product technologies,amgen,999.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2381,"associate director, safety scientist",sarepta therapeutics,9.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,True,False
2382,"sr. scientist, toxicology","moderna therapeutics, inc",12.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2383,quantitative researcher - ai and machine learning specialist,american century investments,51.0,mountain view,ca,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,True,False,False,False,True,False,False
2384,principal nlp scientist for search,jd.com,6.0,mountain view,ca,data_scientist,different_field,True,True,False,False,False,False,False,True,False,False,False,True,False,False
2385,senior data scientist,jd.com,6.0,mountain view,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,True,False,True,True,False,False
2386,sr. data scientist,usertesting,21.0,mountain view,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False,False
2387,"research software engineer, google brain",google,2474.0,mountain view,ca,engineer,different_field,True,True,False,False,False,False,False,True,False,False,False,True,False,False
2388,"developer advocate, serverless",google,2474.0,mountain view,ca,other,different_field,True,True,False,False,True,False,False,False,True,False,True,False,False,False
2389,"user experience researcher, strategy and operations",google,2474.0,mountain view,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2390,"machine learning prototyping engineer, consumer hardware",google,2474.0,mountain view,ca,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,False,True,False,False
2391,scientist imaging - dp,roche,1578.0,mountain view,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2392,staff data scientist - business analytics,intuit,1033.0,mountain view,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,True,False,False,False,False,False,False
2393,data scientist,23andme,4.0,mountain view,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,True,True,False,True,False,False,False
2394,sr program manager,liveperson,12.0,mountain view,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2395,"data scientist, personalization",coursera,9.0,mountain view,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,True,False,True,True,False,False
2396,data scientist,frequence,4.0,mountain view,ca,data_scientist,data_scientist,True,True,False,True,False,True,False,True,False,False,False,True,False,False
